timestamp,how_old_are_you,industry,job_title,additional_context_on_job_title,annual_salary,other_monetary_comp,currency,currency_other,additional_context_on_income,country,state,city,overall_years_of_professional_experience,years_of_experience_in_field,highest_level_of_education_completed,gender,race
2021-05-05T16:56:43Z,35-44,Computing or Tech,Systems Support Engineer III,NA,72000,,USD,,NA,US,Virginia,Centreville,11 - 20 years,11 - 20 years,College degree,Man,White
2021-05-05T16:58:00Z,25-34,Government and Public Administration,Transit Planner,NA,108000,,USD,,NA,USA,California,San Francisco,8 - 10 years,5-7 years,Master's degree,Woman,White
2021-05-05T16:59:10Z,25-34,Insurance,Liability adjuster,NA,55000,,USD,,NA,United States,Virginia,Stafford,5-7 years,2 - 4 years,College degree,Woman,White
2021-05-05T16:59:30Z,25-34,Art & Design,UX/UI Designer,NA,52000,,USD,,NA,USA,Oklahoma,Tulsa,8 - 10 years,5-7 years,College degree,Woman,White
2021-05-05T17:00:25Z,35-44,Health care,Clerical officer,Admin support to health care professionals,25000,,EUR,,NA,Ireland,NA,Waterford,11 - 20 years,2 - 4 years,College degree,Woman,White
2021-05-05T17:01:12Z,55-64,MANUFACTURING,COST ESTIMATING/FINANCE,"JOB COSTING, A/R, INVENTORY CONTROL",50000,,USD,,NA,USA,Maryland,BALTIMORE,21 - 30 years,21 - 30 years,Some college,Woman,White
2021-05-05T17:01:55Z,35-44,"Marketing, Advertising & PR",Account Director,NA,103000,,USD,,NA,United States,Indiana,Indianapolis,21 - 30 years,11 - 20 years,Master's degree,Non-binary,White
2021-05-05T17:02:36Z,45-54,Sales,Associate Director,Proposal writing,138500,,USD,,NA,United States,Michigan,Remote,21 - 30 years,21 - 30 years,Master's degree,Woman,White
2021-05-05T17:03:02Z,25-34,Nonprofits,Executive Assistant,NA,41500,,USD,,NA,United States,New Jersey,New Brunswick,5-7 years,5-7 years,College degree,Woman,White
2021-05-05T17:04:03Z,45-54,Insurance,Risk Manager,NA,95000,,USD,,NA,United States,Texas,Tyler,21 - 30 years,21 - 30 years,Some college,Woman,White
2021-05-05T17:04:12Z,55-64,Law,Practice Manager,NA,76000,,USD,,NA,USA,Illinois,Decatur,41 years or more,31 - 40 years,Some college,Woman,White
2021-05-05T17:04:54Z,45-54,Law,staff attorney,federal government attorney,126000,,USD,,NA,USA,Oregon,Portland,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-05-05T17:05:07Z,35-44,Government and Public Administration,HR Business Partner,NA,62000,,USD,,NA,United States,Colorado,Denver,8 - 10 years,8 - 10 years,Master's degree,Man,"Hispanic, Latino, or Spanish origin"
2021-05-05T17:05:28Z,25-34,Engineering or Manufacturing,Consultant,Aviation / Airline technical operations,576000,,SEK,,NA,Sweden,NA,Stockholm,5-7 years,5-7 years,Master's degree,Man,Another option not listed here or prefer not to answer
2021-05-05T17:05:35Z,35-44,"Accounting, Banking & Finance",Audit Manager,NA,106600,,USD,,NA,United States,Oregon,Ashland,11 - 20 years,5-7 years,College degree,Woman,White
2021-05-05T17:05:44Z,25-34,Education (Primary/Secondary),Teacher,NA,58000,,USD,,NA,United States,Texas,Houston,8 - 10 years,5-7 years,College degree,Woman,White
2021-05-05T17:06:31Z,35-44,Health care,Registered Nurse,NA,65000,,USD,,"I could work overtime and increase my income, but I choose not to",USA,Michigan,Grand Rapids,21 - 30 years,21 - 30 years,College degree,Woman,White
2021-05-05T17:08:06Z,25-34,Government and Public Administration,Data Analyst,NA,87000,,USD,,NA,USA,Washington,Seattle,8 - 10 years,5-7 years,College degree,Woman,White
2021-05-05T17:08:12Z,35-44,Government and Public Administration,Coordinator,NA,63024,,USD,,NA,U.S.,Indiana,Indianapolis,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-05-05T17:08:20Z,45-54,Education (Higher Education),Director,"Higher Ed office serving students, Big 10",85000,,USD,,NA,USA,Minnesota,Minneapolis,21 - 30 years,21 - 30 years,Master's degree,Woman,White
2021-05-05T17:09:17Z,35-44,Computing or Tech,Senior Architect,NA,63000,,GBP,,NA,UK,NA,Oxford,5-7 years,5-7 years,PhD,Man,White
2021-05-05T17:09:54Z,25-34,Health care,Epidemiologist,NA,86400,,USD,,NA,United States,Virginia,Virginia Beach,2 - 4 years,2 - 4 years,Master's degree,Woman,White
2021-05-05T17:09:56Z,45-54,"Accounting, Banking & Finance",Director of Operations,NA,136750,,USD,,NA,United States,Oregon,Portland,31 - 40 years,21 - 30 years,College degree,Man,White
2021-05-05T17:15:00Z,35-44,"Leisure, Sport & Tourism",Senior Tournament Director,NA,57500,,USD,,NA,USA,Pennsylvania,Philadelphia,21 - 30 years,8 - 10 years,Master's degree,Man,White
2021-05-05T17:15:13Z,25-34,Media & Digital,Marketing Associate,NA,46000,,USD,,NA,USA,Minnesota,Minneapolis,5-7 years,2 - 4 years,College degree,Woman,White
2021-05-05T17:16:16Z,25-34,Nonprofits,Content Producer,NA,62400,,USD,,NA,USA,Minnesota,St. Paul,8 - 10 years,5-7 years,College degree,Woman,White
2021-05-05T17:16:32Z,35-44,"Accounting, Banking & Finance",Senior Client Accout Administrator,NA,54000,,USD,,NA,USA,Pennsylvania,Pittsburgh,11 - 20 years,5-7 years,Master's degree,Other or prefer not to answer,Another option not listed here or prefer not to answer
2021-05-05T17:17:44Z,25-34,Social Work,Clinical Social Worker,NA,55000,,USD,,NA,USA,New Jersey,Passaic,2 - 4 years,1 year or less,Master's degree,Woman,White
2021-05-05T17:18:27Z,25-34,biological research,graduate student,NA,34000,,USD,,I'm on a stipend,USA,Maryland,Baltimore,2 - 4 years,2 - 4 years,College degree,Woman,White
2021-05-05T17:20:17Z,35-44,Nonprofits,Education Manager,NA,79000,,USD,,NA,United States,Illinois,Chicago,21 - 30 years,8 - 10 years,Master's degree,Woman,White
2021-05-05T17:20:47Z,45-54,Education (Primary/Secondary),Parent Liaison,NA,37400,,USD,,NA,United States,Virginia,Aldie,21 - 30 years,11 - 20 years,Master's degree,Woman,White
2021-05-05T17:22:00Z,25-34,Nonprofits,Production Team Coordinator,Team lead for nonprofit academic publishing - author and publication support,50000,,USD,,NA,United States,Massachusetts,Boston,8 - 10 years,2 - 4 years,Master's degree,Woman,White
2021-05-05T17:22:42Z,45-54,"Marketing, Advertising & PR",Office Manager,NA,60000,,USD,,NA,USA,California,Los Angeles,21 - 30 years,21 - 30 years,Some college,Woman,White
2021-05-05T17:24:22Z,25-34,Recruitment or HR,Records Processing Specialist,Pre-employment background screening agency,30888,,USD,,NA,USA,New Hampshire,Manchester,2 - 4 years,2 - 4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
2021-05-05T17:26:23Z,25-34,Hospital,Manager of Library Services,Medical librarian,77500,,USD,,NA,United States,Massachusetts,Boston,5-7 years,2 - 4 years,Master's degree,Woman,White
2021-05-05T17:26:26Z,45-54,Health care,Pharmacist manager,NA,142000,,USD,,NA,United States,Illinois,Chicago,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-05-05T17:27:10Z,25-34,Health care,Business Office Manager,"Payroll, AR/AP",60000,,USD,,NA,USA,California,San Francisco,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
2021-05-05T17:27:23Z,35-44,Health care,Healthcare Administrator,I manage the operations of 5 primary care clinics,80000,,USD,,NA,USA,Utah,Utah County (I cover multiple cities),21 - 30 years,11 - 20 years,Master's degree,Woman,White
2021-05-05T17:29:18Z,45-54,Health care,Medical Coder (Certified),NA,59000,,USD,,NA,USA,Indiana,Indianapolis,21 - 30 years,8 - 10 years,College degree,Woman,White
2021-05-05T17:29:48Z,25-34,Computing or Tech,Software engineer,NA,115000,,USD,,NA,United States,Massachusetts,Cambridge,1 year or less,1 year or less,College degree,Man,"Hispanic, Latino, or Spanish origin"
2021-05-05T17:29:56Z,25-34,Law,Staff Attorney,NA,62400,,USD,,NA,USA,Texas,Houston,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-05-05T17:31:15Z,25-34,Education (Higher Education),Business Administrator,Business office of a large academic department,58000,,USD,,NA,US,Pennsylvania,Pittsburgh,2 - 4 years,2 - 4 years,Master's degree,Woman,White
2021-05-05T17:31:36Z,35-44,"Marketing, Advertising & PR",Senior Account Manager,NA,100000,,USD,,NA,US,New York,New York City,11 - 20 years,5-7 years,College degree,Woman,White
2021-05-05T17:31:36Z,25-34,Nonprofits,Development and Marketing Coordinator,"Ostensibly, I oversee donor relations and stewardship, as well as fundraising events and campaigns. I also oversee all communications from the organization, including social media, emails, website, and press releases. In reality, I run the organization entirely.",38480,,USD,,NA,United States,Oregon,Eugene,8 - 10 years,2 - 4 years,Master's degree,Woman,White
2021-05-05T17:31:49Z,55-64,Entertainment,"Editor, copywriter",NA,96000,,USD,,NA,US,California,"Los Angeles, but I work with people in Europe including the company owner",31 - 40 years,21 - 30 years,Some college,Woman,White
2021-05-05T17:32:30Z,25-34,Museums,Public Engagement Coordinator,"Volunteer management, events, and outreach coordination",42500,,USD,,NA,USA,Wyoming,Green River,11 - 20 years,5-7 years,Master's degree,Man,White
2021-05-05T17:33:04Z,25-34,Engineering or Manufacturing,Mechanical Engineer,NA,100000,,USD,,NA,United States,Maryland,Bethesda,5-7 years,5-7 years,Master's degree,Woman,White
2021-05-05T17:33:23Z,25-34,Nonprofits,Associate Director,NA,88000,,USD,,NA,USA,District of Columbia,"Washington, DC",11 - 20 years,11 - 20 years,College degree,Woman,White
2021-05-05T17:33:28Z,45-54,Engineering or Manufacturing,Manufacturing Analyst,NA,89000,,USD,,NA,U.S.A.,California,San Diego,21 - 30 years,11 - 20 years,Some college,Man,Another option not listed here or prefer not to answer
2021-05-05T17:33:39Z,35-44,Education (Primary/Secondary),English as a Second Language Teacher,Public school,58000,,USD,,195 day contract. I am a permanent employee (like tenure.),U.S,Oregon,Portland,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-05-05T17:33:42Z,25-34,Education (Higher Education),Visiting assistant professor,NA,62000,,USD,,NA,USA,Pennsylvania,Philadelphia,2 - 4 years,2 - 4 years,PhD,Woman,White
2021-05-05T17:35:45Z,25-34,Computing or Tech,BI Analyst,NA,80000,,USD,,NA,USA,California,Los Angeles,8 - 10 years,2 - 4 years,College degree,Woman,White
2021-05-05T17:35:46Z,25-34,Health care,COVID Case Investigator,NA,52000,,USD,,NA,USA,Wisconsin,Madison,1 year or less,1 year or less,College degree,Woman,White
2021-05-05T17:35:49Z,18-24,Nonprofits,Program manager,NA,72800,,USD,,NA,usa,New Jersey,princeton,2 - 4 years,2 - 4 years,PhD,Woman,White
2021-05-05T17:38:13Z,45-54,Insurance,Claims processor II,NA,44700,,USD,,NA,United States,Maryland,Baltimore,31 - 40 years,21 - 30 years,Master's degree,Man,White
2021-05-05T17:38:30Z,35-44,Insurance,"Senior Manager, Digital Marketing",NA,124000,,USD,,NA,USA,Tennessee,Nashville,8 - 10 years,5-7 years,College degree,Man,White
2021-05-05T17:40:25Z,35-44,Nonprofits,Program Director,NA,82500,,USD,,NA,USA,New York,NYC,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-05-05T17:42:59Z,25-34,Social Work,Advocate,Direct service professional at a 24/7 crisis response agency,50000,,USD,,NA,USA,California,Oakland,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-05-05T17:43:04Z,25-34,Government and Public Administration,Analyst,NA,95000,,USD,,NA,United States,California,San Francisco,5-7 years,2 - 4 years,Master's degree,Woman,"Native American or Alaska Native, White"
2021-05-05T17:43:08Z,35-44,Nonprofits,Executive Director,NA,35000,,USD,,My salary got cut by about 50% due to the affects of the pandemic. Normally my salary is more like $60k.,USA,Washington,Edmonds,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-05-05T17:43:29Z,18-24,Business or Consulting,Executive Pay Analyst,NA,72500,,USD,,NA,USA,Illinois,Chicago,1 year or less,1 year or less,College degree,Woman,White
2021-05-05T17:43:47Z,35-44,Recruitment or HR,VP HR,NA,180000,,USD,,NA,USA,Illinois,Chicago,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-05-05T17:44:17Z,65 or over,Health care,RN,NA,135200,,USD,,NA,US,Oregon,Eugene,31 - 40 years,31 - 40 years,College degree,Woman,White
2021-05-05T17:44:23Z,35-44,Education (Higher Education),"Associate Director, Financial Aid",NA,65280,,USD,,NA,USA,Texas,Dallas,11 - 20 years,5-7 years,Master's degree,Woman,White
2021-05-05T17:44:32Z,35-44,Health care,Quality Assurance Specialist II,NA,94500,,USD,,NA,USA,Washington,Seattle,11 - 20 years,2 - 4 years,College degree,Woman,White
2021-05-05T17:45:18Z,18-24,Nonprofits,Development Associate,NA,45000,,USD,,NA,United States,New York,New York,2 - 4 years,2 - 4 years,College degree,Woman,White
2021-05-05T17:45:55Z,35-44,Education (Higher Education),International Student Advisor,NA,51000,,USD,,NA,United States,Oregon,Portland,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-05-05T17:46:27Z,18-24,Nonprofits,Administrative Associate,NA,52000,,USD,,NA,United States,North Carolina,Durham,2 - 4 years,1 year or less,College degree,Woman,White
2021-05-05T17:47:30Z,35-44,Military,Program Manager and Weapons System / Tactics SME,"I work as a military contractor for the US Navy.  More specifically, I work in training.  I provide technical and operational expertise and mentoring to the Fleet while they are in their training phase.",120000,,USD,,The company I currently work with offers annual bonus...if the contract allows it and there's money that year.  I have worked for other companies that have not given annual bonuses nor did they account for inflation.,United States,California,San Diego,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-05-05T17:48:43Z,35-44,Education (Higher Education),Repository Manager,Professional Library Staff,48000,,USD,,NA,United States,Pennsylvania,Pittsburgh,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-05-05T17:52:30Z,25-34,Computing or Tech,"Senior manager, product",NA,163000,,USD,,NA,United States,Florida,Miami area,8 - 10 years,8 - 10 years,Master's degree,Man,White
2021-05-05T17:53:08Z,35-44,Computing or Tech,Software Development Manager,Senior Executive Service federal gov,185000,,USD,,NA,US,District of Columbia,"Herndon, Virginia",11 - 20 years,11 - 20 years,Master's degree,Woman,Black or African American
2021-05-05T17:53:37Z,45-54,Government and Public Administration,Principal Strategic Advisor,to the Government Chief Privacy Officer,140000,,AUD/NZD,,NA,New Zealand,NA,Wellington,21 - 30 years,21 - 30 years,College degree,Woman,White
2021-05-05T17:55:54Z,25-34,Health care,Data Analyst,NA,103000,,USD,,NA,United States of America,Texas,Irving,8 - 10 years,8 - 10 years,College degree,Man,"Asian or Asian American, White"
2021-05-05T17:56:33Z,25-34,Engineering or Manufacturing,Mechanical Engineer,NA,106000,,USD,,NA,United States,Washington,Richland,5-7 years,5-7 years,Master's degree,Man,White
2021-05-05T17:56:35Z,35-44,Law,Settlement Project Manager,Class Action Settlement Administration,77000,,USD,,Bonus is once annually in Q1 if Profit goals are met the prior year.,United States,Washington,Seattle,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-05-05T17:57:02Z,25-34,MedComms,Medical Writer,NA,36000,,GBP,,NA,UK,NA,London,5-7 years,2 - 4 years,PhD,Woman,White
2021-05-05T17:59:14Z,35-44,Education (Higher Education),Assistant professor,Nursing school,80000,,USD,,NA,USA,New York,Binghamton,11 - 20 years,11 - 20 years,PhD,Woman,White
2021-05-05T17:59:31Z,25-34,Sales,Senior Sales Rep,NA,70000,,USD,,NA,Us,Georgia,Atlanta,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-05-05T18:00:12Z,25-34,Market Research,Research Manager,NA,92500,,USD,,NA,US,New York,New York,5-7 years,5-7 years,Master's degree,Woman,White
2021-05-05T18:00:33Z,25-34,Education (Higher Education),Graduate Research Assistant,full time PhD student,17500,,USD,,"stipend includes tuition and health insurance, and leaves us open to earn external funding over the summer.",USA,North Carolina,Chapel Hill,5-7 years,2 - 4 years,Master's degree,Non-binary,White
2021-05-05T18:01:00Z,25-34,Landscape Contracting,Maintenance Administrator,Also Accounts Receivable,47840,,USD,,NA,United States,Idaho,Boise,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-05-05T18:03:48Z,25-34,Education (Higher Education),Student Success & Engagement Librarian,NA,52000,,USD,,NA,United States,NA,Not answering,2 - 4 years,2 - 4 years,Master's degree,Woman,White
2021-05-05T18:08:13Z,25-34,Computing or Tech,Partnership Sales,business to government sales role,120000,,USD,,NA,USA,New York,New York,8 - 10 years,2 - 4 years,College degree,Woman,White
2021-05-05T18:08:29Z,35-44,Higher education fundraising,Senior Writer,NA,59000,,USD,,NA,United States,California,San Diego,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-05-05T18:08:40Z,35-44,Art & Design,Design Director,NA,85000,,USD,,NA,United States,Nevada,Las Vegas,8 - 10 years,5-7 years,College degree,Woman,Asian or Asian American
2021-05-05T18:09:00Z,18-24,Nonprofits,Assistant librarian,NA,33280,,USD,,"My position is part time, 16 hours a week, so I make less than half of this. I do other side work to make up the rest.",United States,New Hampshire,Chesterfield,2 - 4 years,2 - 4 years,College degree,Non-binary,White
2021-05-05T18:09:08Z,35-44,Retail,Inventory analyst,NA,37000,,CAD,,NA,Canada,NA,Winnipeg,8 - 10 years,5-7 years,Some college,Woman,White
2021-05-05T18:09:32Z,25-34,Computing or Tech,Privacy Engineer,NA,183000,,USD,,additional income includes bonus and stock vesting,USA,California,Mountain View,8 - 10 years,5-7 years,College degree,Woman,White
2021-05-05T18:10:32Z,35-44,Library,Librarian,NA,80000,,USD,,NA,USA,Colorado,Boulder,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-05-05T18:10:42Z,25-34,Health care,Resident,Physician completing residency,74000,,CAD,,NA,Canada,NA,Toronto,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Man,Asian or Asian American
2021-05-05T18:10:51Z,55-64,Retail,Application Developer Senior,equivalent to Senior Software Engineer,142000,,USD,,"Additional comp varies from year to year, it is about 10K bonus and 15K outright stock grant which vests over 4 years.",U.S.,Washington,"Seattle, WA",31 - 40 years,21 - 30 years,Master's degree,Woman,White
